serZone;type;tag;description
FNND;stopSignal without indi:id;;stopSignal GF-U.9 (location Y.Alaska, grid 2213)
FNND;stopSignal without indi:id;;stopSignal GJ-I.9 (location Belg. Basis, grid 2202)
FNND;stopSignal without indi:id;;stopSignal GK-I.9 (location Far-West, grid 2202)
FNND;stopSignal without indi:id;;stopSignal GK-U.9 (location Y.Polderdijk, grid 22199)
FNND;stopSignal without indi:id;;stopSignal GL-O.9 (location Y.Lillobrug, grid 2235)
FNND;stopSignal without indi:id;;stopSignal GLX-O.9 (location Y.Lillobrug, grid 2235)
FNND;stopSignal without indi:id;;stopSignal GM-U.9 (location IJsland, grid 2216)
FNND;stopSignal without indi:id;;stopSignal GT-D.9 (location Antw-Nd-TW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal GT-O.9 (location Antw-Nd-TW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal GX-W.9 (location Y.Berendr, grid 1108)
FNND;stopSignal without indi:id;;stopSignal GXH.T (location NZT Noordlan, grid 1113)
FNND;stopSignal without indi:id;;stopSignal H-C.9 (location Antw-N-InC1, grid 2759)
FNND;stopSignal without indi:id;;stopSignal H-D.9 (location Antw-N-UitC1, grid 2739)
FNND;stopSignal without indi:id;;stopSignal H-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal H-H.9 (location Antw-Nd-G9H9, grid 2738)
FNND;stopSignal without indi:id;;stopSignal H-L.9 (location Antw-Nd-B3, grid 1102)
FNND;stopSignal without indi:id;;stopSignal H-M.9 (location Antw-Nd-B2, grid 1103)
FNND;stopSignal without indi:id;;stopSignal H-N.9 (location Antw-Nd-M9N9, grid 1103)
FNND;stopSignal without indi:id;;stopSignal H-Q.9 (location Stabr.27/28, grid 1111)
FNND;stopSignal without indi:id;;stopSignal H-T.9 (location Antw-Nd-Bl10, grid 1105)
FNND;stopSignal without indi:id;;stopSignal H-V.9 (location Y.N.Lillo, grid 2771)
FNND;stopSignal without indi:id;;stopSignal H-W.9 (location Y.Berendr, grid 1108)
FNND;stopSignal without indi:id;;stopSignal HD-I.9 (location V. IVC, grid 2778)
FNND;stopSignal without indi:id;;stopSignal HD-U.9 (location West-Siberië, grid 2213)
FNND;stopSignal without indi:id;;stopSignal HDX-U.9 (location Y.Oosterweel, grid 2213)
FNND;stopSignal without indi:id;;stopSignal HE-I.9 (location Y.Noorderl, grid 2775)
FNND;stopSignal without indi:id;;stopSignal HEX-I.9 (location Y.Noorderl, grid 2775)
FNND;stopSignal without indi:id;;stopSignal HF-U.9 (location Y.Alaska, grid 2213)
FNND;stopSignal without indi:id;;stopSignal HH.T (location NZT Noordlan, grid 1113)
FNND;stopSignal without indi:id;;stopSignal HJ-I.9 (location Belg. Basis, grid 2202)
FNND;stopSignal without indi:id;;stopSignal HJX-I.9 (location Belg. Basis, grid 2202)
FNND;stopSignal without indi:id;;stopSignal HK-I.9 (location Far-West, grid 2202)
FNND;stopSignal without indi:id;;stopSignal HK-U.9 (location Y.Polderdijk, grid 22199)
FNND;stopSignal without indi:id;;stopSignal HL-O.9 (location Y.Lillobrug, grid 2235)
FNND;stopSignal without indi:id;;stopSignal HLX-O.9 (location Y.Lillobrug, grid 2235)
FNND;stopSignal without indi:id;;stopSignal HM-U.9 (location IJsland, grid 2216)
FNND;stopSignal without indi:id;;stopSignal HMX-U.9 (location IJsland, grid 2216)
FNND;stopSignal without indi:id;;stopSignal HT-D.9 (location Antw-Nd-TW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal HT-O.9 (location Antw-Nd-TW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal HX-R.9 (location Antw-N-UitB3, grid 1101)
FNND;stopSignal without indi:id;;stopSignal I-C.9 (location Antw-Nd-C1, grid 2759)
FNND;stopSignal without indi:id;;stopSignal I-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal I-L.9 (location Antw-Nd-B.L9, grid 2743)
FNND;stopSignal without indi:id;;stopSignal I-Q.9 (location Stabr.27/28, grid 1111)
FNND;stopSignal without indi:id;;stopSignal I-V.9 (location Y.W.Lillo, grid 2771)
FNND;stopSignal without indi:id;;stopSignal ID-I.9 (location V. IVC, grid 2778)
FNND;stopSignal without indi:id;;stopSignal IE-I.9 (location Y.Noorderl, grid 2775)
FNND;stopSignal without indi:id;;stopSignal IEX-I.9 (location Y.Noorderl, grid 2775)
FNND;stopSignal without indi:id;;stopSignal IF-U.9 (location Alaska, grid 2221)
FNND;stopSignal without indi:id;;stopSignal IK-I.9 (location Far-West, grid 2202)
FNND;stopSignal without indi:id;;stopSignal IK-U.9 (location Y.Polderdijk, grid 22199)
FNND;stopSignal without indi:id;;stopSignal IL-O.9 (location Y.Wittemolen, grid 2236)
FNND;stopSignal without indi:id;;stopSignal IM-U.9 (location IJsland, grid 2216)
FNND;stopSignal without indi:id;;stopSignal IT-O.9 (location Antw-Nd-TW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal J-D.9 (location Antw-N-UitC1, grid 2739)
FNND;stopSignal without indi:id;;stopSignal J-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal J-H.9 (location Antw-Nd-G9H9, grid 2738)
FNND;stopSignal without indi:id;;stopSignal J-K.9 (location Y.Kruiske, grid 2736)
FNND;stopSignal without indi:id;;stopSignal J-L.9 (location Antw-Nd-B.L9, grid 2743)
FNND;stopSignal without indi:id;;stopSignal J-M.9 (location Antw-Nd-B2, grid 1103)
FNND;stopSignal without indi:id;;stopSignal J-N.9 (location Antw-Nd-M9N9, grid 1103)
FNND;stopSignal without indi:id;;stopSignal J-R.9 (location Antw-N-UitB3, grid 1101)
FNND;stopSignal without indi:id;;stopSignal J-T.9 (location A'-N-CHW_WSH, grid 1105)
FNND;stopSignal without indi:id;;stopSignal J-V.9 (location Y.O.Lillo, grid 2771)
FNND;stopSignal without indi:id;;stopSignal JD-E.9 (location Ant-Nd-RDE.9, grid 1119)
FNND;stopSignal without indi:id;;stopSignal JD-I.9 (location V. IVC, grid 2778)
FNND;stopSignal without indi:id;;stopSignal JE-I.9 (location L220/1xL221A, grid 2775)
FNND;stopSignal without indi:id;;stopSignal JF-U.9 (location Alaska, grid 2221)
FNND;stopSignal without indi:id;;stopSignal JH-I.9 (location Y.Leopold, grid 2776)
FNND;stopSignal without indi:id;;stopSignal JK-U.9 (location IJsland, grid 2217)
FNND;stopSignal without indi:id;;stopSignal JM-U.9 (location Y.Kastel, interGrid 2216 - 2214)
FNND;stopSignal without indi:id;;stopSignal JMX-U.9 (location Y.Kastel, interGrid 2216 - 2214)
FNND;stopSignal without indi:id;;stopSignal JT-C.9 (location Antw-N-InC1, grid 2759)
FNND;stopSignal without indi:id;;stopSignal JT-D.9 (location Antw-Nd-TW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal JT-O.9 (location Antw-Nd-TW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal JX-C.9 (location Antw-N-InC1, grid 2759)
FNND;stopSignal without indi:id;;stopSignal JX-Q.9 (location Stabr.27/28, grid 1111)
FNND;stopSignal without indi:id;;stopSignal JX-W.9 (location Y.Stabroek, grid 1108)
FNND;stopSignal without indi:id;;stopSignal K-D.9 (location Antw-N-UitC1, grid 2739)
FNND;stopSignal without indi:id;;stopSignal K-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal K-H.9 (location Antw-Nd-C2, grid 2738)
FNND;stopSignal without indi:id;;stopSignal K-N.9 (location Antw-Nd-M9N9, grid 1103)
FNND;stopSignal without indi:id;;stopSignal K-W.9 (location Y.Stabroek, grid 1108)
FNND;stopSignal without indi:id;;stopSignal KD-E.9 (location Ant-Nd-RDE.9, grid 1119)
FNND;stopSignal without indi:id;;stopSignal KD-I.9 (location Y.Ekersedijk, grid 2778)
FNND;stopSignal without indi:id;;stopSignal KD-U.9 (location Y.Oosterweel, grid 2213)
FNND;stopSignal without indi:id;;stopSignal KE-I.9 (location Y.Wilma'brug, grid 2775)
FNND;stopSignal without indi:id;;stopSignal KF-U.9 (location Alaska, grid 2221)
FNND;stopSignal without indi:id;;stopSignal KH-I.9 (location Y.Leopold, grid 2776)
FNND;stopSignal without indi:id;;stopSignal KK-U.9 (location IJsland, grid 2217)
FNND;stopSignal without indi:id;;stopSignal KLX-O.9 (location Y.Wittemolen, grid 2236)
FNND;stopSignal without indi:id;;stopSignal KT-C.9 (location Antw-N-InC1, grid 2759)
FNND;stopSignal without indi:id;;stopSignal KT-D.9 (location Antw-Nd-TW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal KT-O.9 (location Antw-Nd-TW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal KX-C.9 (location Antw-N-InC1, grid 2759)
FNND;stopSignal without indi:id;;stopSignal KX-E.9 (location Antw-N-ToeA1, grid 1100)
FNND;stopSignal without indi:id;;stopSignal KX-J.9 (location Y.Muisbroek, grid 2758)
FNND;stopSignal without indi:id;;stopSignal KX-K.9 (location Y.Kruiske, grid 2736)
FNND;stopSignal without indi:id;;stopSignal KX-L.9 (location Antw-Nd-B.L9, grid 2743)
FNND;stopSignal without indi:id;;stopSignal KX-Q.9 (location Stabr.27/28, grid 1110)
FNND;stopSignal without indi:id;;stopSignal KX-R.9 (location Ant-N-T11L/1, grid 1101)
FNND;stopSignal without indi:id;;stopSignal KX-S.9 (location Y.Schijn, grid 2761)
FNND;stopSignal without indi:id;;stopSignal KX-T.9 (location Antw-N-ToeA2, grid 1104)
FNND;stopSignal without indi:id;;stopSignal KX-V.9 (location Y.O.Lillo, grid 2771)
FNND;stopSignal without indi:id;;stopSignal L-C.9 (location Antw-N-InC1, grid 2759)
FNND;stopSignal without indi:id;;stopSignal L-D.9 (location Antw-N-UitC1, grid 2739)
FNND;stopSignal without indi:id;;stopSignal L-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal L-H.9 (location Antw-Nd-G9H9, grid 2738)
FNND;stopSignal without indi:id;;stopSignal L-J.9 (location Y.Muisbroek, grid 2758)
FNND;stopSignal without indi:id;;stopSignal L-K.9 (location Y.Kruiske, grid 2736)
FNND;stopSignal without indi:id;;stopSignal L-L.9 (location Antw-Nd-B.L9, grid 2743)
FNND;stopSignal without indi:id;;stopSignal L-M.9 (location Antw-Nd-B2, grid 1103)
FNND;stopSignal without indi:id;;stopSignal L-Q.9 (location Stabr.27/28, grid 1110)
FNND;stopSignal without indi:id;;stopSignal L-R.9 (location Ant-N-T11L/1, grid 1101)
FNND;stopSignal without indi:id;;stopSignal L-S.9 (location Y.Schijn, grid 2761)
FNND;stopSignal without indi:id;;stopSignal L-T.9 (location Antw-N-ToeA2, grid 1104)
FNND;stopSignal without indi:id;;stopSignal LC-E.9 (location Antw-N-ToeA1, grid 1100)
FNND;stopSignal without indi:id;;stopSignal LD-E.9 (location Ant-Nd-RDE.9, grid 1119)
FNND;stopSignal without indi:id;;stopSignal LE-I.9 (location Y.Ford, grid 2775)
FNND;stopSignal without indi:id;;stopSignal LEX-I.9 (location Y.Ford, grid 2775)
FNND;stopSignal without indi:id;;stopSignal LF-U.9 (location Alaska, grid 2221)
FNND;stopSignal without indi:id;;stopSignal LK-U.9 (location IJsland, grid 2217)
FNND;stopSignal without indi:id;;stopSignal LKX-U.9 (location IJsland, grid 2217)
FNND;stopSignal without indi:id;;stopSignal LL-O.9 (location Y.Wittemolen, grid 2236)
FNND;stopSignal without indi:id;;stopSignal LLX-O.9 (location Y.Wittemolen, grid 2236)
FNND;stopSignal without indi:id;;stopSignal LM-U.9 (location Y.Kastel, grid 2214)
FNND;stopSignal without indi:id;;stopSignal LMX-U.9 (location Y.Kastel, grid 2214)
FNND;stopSignal without indi:id;;stopSignal LT-C.9 (location Antw-N-InC1, grid 2759)
FNND;stopSignal without indi:id;;stopSignal LT-D.9 (location Antw-N-InTW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal LT-O.9 (location Antw-Nd-TW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal LX-W.9 (location Y.Walenhoek, grid 1107)
FNND;stopSignal without indi:id;;stopSignal M-C.9 (location Antw-Nd-D, grid 2759)
FNND;stopSignal without indi:id;;stopSignal M-D.9 (location Antw-N-UitC1, grid 2739)
FNND;stopSignal without indi:id;;stopSignal M-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal M-H.9 (location Antw-Nd-G9H9, grid 2738)
FNND;stopSignal without indi:id;;stopSignal M-J.9 (location Y.Muisbroek, grid 2758)
FNND;stopSignal without indi:id;;stopSignal M-K.9 (location Y.Kruiske, grid 2736)
FNND;stopSignal without indi:id;;stopSignal M-L.9 (location Antw-Nd-B.L9, grid 1102)
FNND;stopSignal without indi:id;;stopSignal M-M.9 (location Antw-Nd-B2, grid 1103)
FNND;stopSignal without indi:id;;stopSignal M-N.9 (location Antw-Nd-M9N9, grid 1103)
FNND;stopSignal without indi:id;;stopSignal M-R.9 (location Antw-N-UitB3, grid 1101)
FNND;stopSignal without indi:id;;stopSignal M-S.9 (location Y.Drieh.Str, grid 2760)
FNND;stopSignal without indi:id;;stopSignal M-T.9 (location Antw-Nd-Bl10, grid 1105)
FNND;stopSignal without indi:id;;stopSignal M-V.9 (location Y.Berliwal, grid 1117)
FNND;stopSignal without indi:id;;stopSignal M-W.9 (location Y.Walenhoek, grid 1107)
FNND;stopSignal without indi:id;;stopSignal MD-E.9 (location Antw-Nd-A2, grid 1119)
FNND;stopSignal without indi:id;;stopSignal ME-I.9 (location Y.Ford, grid 2775)
FNND;stopSignal without indi:id;;stopSignal MEX-I.9 (location Y.Ford, grid 2775)
FNND;stopSignal without indi:id;;stopSignal MF-U.9 (location Groenland, grid 2213)
FNND;stopSignal without indi:id;;stopSignal MG-E.9 (location Antw-Nd-A2, grid 1120)
FNND;stopSignal without indi:id;;stopSignal MG.20V (location NZT Noordlan, grid 1114)
FNND;stopSignal without indi:id;;stopSignal MLX-O.9 (location Y.Bayer, grid 2219)
FNND;stopSignal without indi:id;;stopSignal MT-C.9 (location Antw-Nd-N, grid 2759)
FNND;stopSignal without indi:id;;stopSignal MT-D.9 (location Antw-N-InTW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal MT-O.9 (location Antw-Nd-TW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal MX-Q.9 (location Stabr.27/28, grid 1110)
FNND;stopSignal without indi:id;;stopSignal MX-S.9 (location Y.Drieh.Str, grid 2760)
FNND;stopSignal without indi:id;;stopSignal MY-T.9 (location Antw-N-ToeA2, grid 1104)
FNND;stopSignal without indi:id;;stopSignal N-C.9 (location Antw-N-InC1, grid 2759)
FNND;stopSignal without indi:id;;stopSignal N-L.9 (location Antw-Nd-B.L9, grid 1102)
FNND;stopSignal without indi:id;;stopSignal N-M.9 (location Antw-Nd-B2, grid 1103)
FNND;stopSignal without indi:id;;stopSignal NC-E.9 (location Antw-N-ToeA1, grid 1100)
FNND;stopSignal without indi:id;;stopSignal ND-E.9 (location Antw-Nd-A2, grid 1119)
FNND;stopSignal without indi:id;;stopSignal NE-I.9 (location Y.Leopold, grid 2775)
FNND;stopSignal without indi:id;;stopSignal NF-U.9 (location Groenland, grid 2212)
FNND;stopSignal without indi:id;;stopSignal NFX-U.9 (location Groenland, grid 2212)
FNND;stopSignal without indi:id;;stopSignal NG-E.9 (location Antw-Nd-A2, grid 1120)
FNND;stopSignal without indi:id;;stopSignal NL-O.9 (location Y.Wittemolen, grid 2236)
FNND;stopSignal without indi:id;;stopSignal NT-D.9 (location Antw-Nd-N, grid 2744)
FNND;stopSignal without indi:id;;stopSignal NT-O.9 (location Antw-Nd-TW, grid 2744)
FNND;stopSignal without indi:id;;stopSignal NX-T.9 (location Antw-Nd-Bl10, grid 1105)
FNND;stopSignal without indi:id;;stopSignal NX-V.9 (location L11/1xL223, grid 1117)
FNND;stopSignal without indi:id;;stopSignal NX-W.9 (location Y.Walenhoek, grid 1107)
FNND;stopSignal without indi:id;;stopSignal O-C.9 (location Antw-N-InC1, grid 2759)
FNND;stopSignal without indi:id;;stopSignal O-D.9 (location Antw-N-UitC1, grid 2739)
FNND;stopSignal without indi:id;;stopSignal O-H.9 (location Antw-Nd-G9H9, grid 2738)
FNND;stopSignal without indi:id;;stopSignal O-J.9 (location Y.Muisbroek, grid 2758)
FNND;stopSignal without indi:id;;stopSignal O-K.9 (location Y.Oorderen, grid 2736)
FNND;stopSignal without indi:id;;stopSignal O-L.9 (location Antw-Nd-B.L9, grid 1102)
FNND;stopSignal without indi:id;;stopSignal O-N.9 (location Antw-Nd-M9N9, grid 1103)
FNND;stopSignal without indi:id;;stopSignal O-Q.9 (location Antw-DS-BASF, grid 1115)
FNND;stopSignal without indi:id;;stopSignal O-R.9 (location Ant-N-T11L/1, grid 1101)
FNND;stopSignal without indi:id;;stopSignal O-S.9 (location Y.Drieh.Str, grid 2760)
FNND;stopSignal without indi:id;;stopSignal O-T.9 (location Antw-Nd-Bl10, grid 1105)
FNND;stopSignal without indi:id;;stopSignal O-W.9 (location Y.Walenhoek, grid 1107)
FNND;stopSignal without indi:id;;stopSignal OC-E.9 (location Antw-Nd-A1, grid 1100)
FNND;stopSignal without indi:id;;stopSignal OD-E.9 (location Ant-Nd-RDE.9, grid 1119)
FNND;stopSignal without indi:id;;stopSignal OF-I.9 (location Y.Wilma'brug, grid 2220)
FNND;stopSignal without indi:id;;stopSignal OF-U.9 (location Groenland, grid 2212)
FNND;stopSignal without indi:id;;stopSignal OFX-U.9 (location Groenland, grid 2212)
FNND;stopSignal without indi:id;;stopSignal OG-E.9 (location Ant-Nd-RGE.9, grid 1120)
FNND;stopSignal without indi:id;;stopSignal OGT (location NZT Noordlan, grid 1114)
FNND;stopSignal without indi:id;;stopSignal OL-O.9 (location Y.Bayer, grid 2219)
FNND;stopSignal without indi:id;;stopSignal OLX-O.9 (location Y.Bayer, grid 2219)
FNND;stopSignal without indi:id;;stopSignal OT-D.9 (location Antw-Nd-N, grid 2744)
FNND;stopSignal without indi:id;;stopSignal OY-T.9 (location Antw-N-ToeA2, grid 1104)
FNND;stopSignal without indi:id;;stopSignal P-C.9 (location Antw-Nd-D, grid 2759)
FNND;stopSignal without indi:id;;stopSignal P-D.9 (location Antw-N-UitC1, grid 2739)
FNND;stopSignal without indi:id;;stopSignal P-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal P-H.9 (location Antw-Nd-G9H9, grid 2738)
FNND;stopSignal without indi:id;;stopSignal P-J.9 (location Antw-Nd-D, grid 2758)
FNND;stopSignal without indi:id;;stopSignal P-K.9 (location Y.Ordam, grid 2243)
FNND;stopSignal without indi:id;;stopSignal P-L.9 (location Antw-Nd-B2, grid 1102)
FNND;stopSignal without indi:id;;stopSignal P-N.9 (location Antw-Nd-M9N9, grid 1103)
FNND;stopSignal without indi:id;;stopSignal P-Q.9 (location Antw-DS-BASF, grid 1115)
FNND;stopSignal without indi:id;;stopSignal P-R.9 (location Antw-N-UitB3, grid 1101)
FNND;stopSignal without indi:id;;stopSignal P-S.9 (location Y.Drieh.Str, grid 2760)
FNND;stopSignal without indi:id;;stopSignal P-T.9 (location A'-N-CHW_WSH, grid 1105)
FNND;stopSignal without indi:id;;stopSignal P-W.9 (location Y.Walenhoek, grid 1107)
FNND;stopSignal without indi:id;;stopSignal P209-G.9 (location Antw-Nd-C2, grid 2745)
FNND;stopSignal without indi:id;;stopSignal P210-G.9 (location Antw-Nd-C2, grid 2745)
FNND;stopSignal without indi:id;;stopSignal P211-G.9 (location Antw-Nd-C2, grid 2745)
FNND;stopSignal without indi:id;;stopSignal P257-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal P258-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal P259-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal P260-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal P261-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal P262-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal P263-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal P264-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal PC-E.9 (location Antw-Nd-A1, grid 1100)
FNND;stopSignal without indi:id;;stopSignal PD-E.9 (location Ant-Nd-RDE.9, grid 1119)
FNND;stopSignal without indi:id;;stopSignal PF-I.9 (location Y.Ford, grid 2775)
FNND;stopSignal without indi:id;;stopSignal PF-U.9 (location Y.Oosterweel, grid 2213)
FNND;stopSignal without indi:id;;stopSignal PFX-I.9 (location Y.Ford, grid 2775)
FNND;stopSignal without indi:id;;stopSignal PFX-U.9 (location Y.Oosterweel, grid 2213)
FNND;stopSignal without indi:id;;stopSignal PK-L.9 (location Antw-Nd-B2, grid 1102)
FNND;stopSignal without indi:id;;stopSignal PL-I.9 (location Rhodesië, grid 2784)
FNND;stopSignal without indi:id;;stopSignal PL-O.9 (location Y.Bayer, grid 2219)
FNND;stopSignal without indi:id;;stopSignal PT-D.9 (location Antw-Nd-N, grid 2744)
FNND;stopSignal without indi:id;;stopSignal PX-S.9 (location Y.Drieh.Str, grid 2760)
FNND;stopSignal without indi:id;;stopSignal Q-C.9 (location Antw-N-InC1, grid 2759)
FNND;stopSignal without indi:id;;stopSignal Q-D.9 (location Antw-Nd-Bvrd, grid 2739)
FNND;stopSignal without indi:id;;stopSignal Q-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal Q-H.9 (location Antw-Nd-G9H9, grid 2738)
FNND;stopSignal without indi:id;;stopSignal Q-J.9 (location Y.Muisbroek, grid 2758)
FNND;stopSignal without indi:id;;stopSignal Q-L.9 (location Antw-Nd-B.L9, grid 1102)
FNND;stopSignal without indi:id;;stopSignal Q-V.9 (location L11/1xL223, grid 1117)
FNND;stopSignal without indi:id;;stopSignal Q-W.9 (location Y.Walenhoek, grid 1107)
FNND;stopSignal without indi:id;;stopSignal Q249-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal Q250-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal Q251-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal Q252-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal Q253-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal Q254-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal Q255-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal Q256-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal QC-E.9 (location Antw-Nd-A1, grid 1100)
FNND;stopSignal without indi:id;;stopSignal QG-I.9 (location Y.Leopold, grid 2776)
FNND;stopSignal without indi:id;;stopSignal QGX-I.9 (location Y.Leopold, grid 2776)
FNND;stopSignal without indi:id;;stopSignal QL-I.9 (location Rhodesië, grid 2784)
FNND;stopSignal without indi:id;;stopSignal QLX-I.9 (location Rhodesië, grid 2784)
FNND;stopSignal without indi:id;;stopSignal QT-D.9 (location Antw-Nd-N, grid 2744)
FNND;stopSignal without indi:id;;stopSignal QX-R.9 (location Antw-N-UitB3, grid 1101)
FNND;stopSignal without indi:id;;stopSignal R-C.9 (location Antw-N-InC1, grid 2759)
FNND;stopSignal without indi:id;;stopSignal R-D.9 (location Antw-N-UitC1, grid 2739)
FNND;stopSignal without indi:id;;stopSignal R-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal R-H.9 (location Antw-Nd-G9H9, grid 2738)
FNND;stopSignal without indi:id;;stopSignal R-J.9 (location Antw-Nd-Bl9J, grid 2777)
FNND;stopSignal without indi:id;;stopSignal R-K.9 (location Y.Ordam, grid 2243)
FNND;stopSignal without indi:id;;stopSignal R-L.9 (location Antw-Nd-B2, grid 1102)
FNND;stopSignal without indi:id;;stopSignal R-M.9 (location Antw-Nd-B2, grid 1103)
FNND;stopSignal without indi:id;;stopSignal R-N.9 (location Antw-Nd-B1, grid 1103)
FNND;stopSignal without indi:id;;stopSignal R-Q.9 (location Stabroek-Q, grid 1109)
FNND;stopSignal without indi:id;;stopSignal R-R.9 (location Antw-Nd-B3, grid 1101)
FNND;stopSignal without indi:id;;stopSignal R-S.9 (location Y.Schijn, grid 2761)
FNND;stopSignal without indi:id;;stopSignal R-W.9 (location Y.Berendr, grid 1108)
FNND;stopSignal without indi:id;;stopSignal R212-G.9 (location Antw-Nd-C2, grid 2746)
FNND;stopSignal without indi:id;;stopSignal R213-G.9 (location Antw-Nd-C2, grid 2746)
FNND;stopSignal without indi:id;;stopSignal R214-G.9 (location Antw-Nd-C2, grid 2746)
FNND;stopSignal without indi:id;;stopSignal R215-G.9 (location Antw-Nd-C2, grid 2746)
FNND;stopSignal without indi:id;;stopSignal R216-G.9 (location Antw-Nd-C2, grid 2746)
FNND;stopSignal without indi:id;;stopSignal R217-G.9 (location Antw-Nd-C2, grid 2746)
FNND;stopSignal without indi:id;;stopSignal R218-G.9 (location Antw-Nd-C2, grid 2746)
FNND;stopSignal without indi:id;;stopSignal R219-G.9 (location Antw-Nd-C2, grid 2746)
FNND;stopSignal without indi:id;;stopSignal R220-G.9 (location Antw-Nd-C2, grid 2746)
FNND;stopSignal without indi:id;;stopSignal R221-G.9 (location Antw-Nd-C2, grid 2746)
FNND;stopSignal without indi:id;;stopSignal R222-G.9 (location Antw-Nd-C2, grid 2746)
FNND;stopSignal without indi:id;;stopSignal R241-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal R242-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal R243-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal R244-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal R245-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal R246-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal R247-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal R248-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal RF-U.9 (location Y.Amerika, interGrid 2214 - 2213)
FNND;stopSignal without indi:id;;stopSignal RFX-U.9 (location Y.Amerika, interGrid 2214 - 2213)
FNND;stopSignal without indi:id;;stopSignal RG-E.9 (location Ant-Nd-RGE.9, grid 1120)
FNND;stopSignal without indi:id;;stopSignal RG-I.9 (location Y.Leopold, grid 2776)
FNND;stopSignal without indi:id;;stopSignal RK-L.9 (location Antw-Nd-B2, grid 1102)
FNND;stopSignal without indi:id;;stopSignal RL-I.9 (location Rhodesië, grid 2784)
FNND;stopSignal without indi:id;;stopSignal RX-V.9 (location Y.Berliwal, grid 1117)
FNND;stopSignal without indi:id;;stopSignal S-C.9 (location Antw-Nd-C1, grid 2759)
FNND;stopSignal without indi:id;;stopSignal S-D.9 (location Antw-N-UitC1, grid 2739)
FNND;stopSignal without indi:id;;stopSignal S-F.9 (location Antw-Nd-C2, grid 2757)
FNND;stopSignal without indi:id;;stopSignal S-H.9 (location Antw-Nd-G9H9, grid 2738)
FNND;stopSignal without indi:id;;stopSignal S-L.9 (location Antw-Nd-B2, grid 1102)
