serZone;type;tag;description
LRB;stopSignal without indi:id;FIXED;stopSignal G-F.74 (location Hatrival, grid 16218)
LRB;stopSignal without indi:id;FIXED;stopSignal G-G.74 (location Libramont, grid 16225)
LRB;stopSignal without indi:id;FIXED;stopSignal G-L.74 (location Arlon-Ped_At, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal H-C.74 (location Marloie, grid 16250)
LRB;stopSignal without indi:id;FIXED;stopSignal H-F.74 (location Hatrival, grid 16218)
LRB;stopSignal without indi:id;FIXED;stopSignal H1-J.74 (location Marbehan, grid 16229)
LRB;stopSignal without indi:id;FIXED;stopSignal H3-J.74 (location Marbehan, grid 16229)
LRB;stopSignal without indi:id;FIXED;stopSignal HX-F.74 (location Hatrival, grid 16218)
LRB;stopSignal without indi:id;FIXED;stopSignal HX2-J.74 (location Marbehan, grid 16229)
LRB;stopSignal without indi:id;FIXED;stopSignal I-F.74 (location Poix-St-Hub., interGrid 16217 - 16220)
LRB;stopSignal without indi:id;;stopSignal I-J.74 (location Marbehan, grid 16229)
LRB;stopSignal without indi:id;FIXED;stopSignal I-L.74 (location Y.Autelbas, interGrid 16234 - 16237)
LRB;stopSignal without indi:id;FIXED;stopSignal IX-F.74 (location Poix-St-Hub., interGrid 16217 - 16221)
LRB;stopSignal without indi:id;FIXED;stopSignal IX-L.74 (location Y.Autelbas, interGrid 16234 - 16237)
LRB;stopSignal without indi:id;FIXED;stopSignal J-L.74 (location Arlon-PED, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal K-E.74 (location Grupont, grid 16215)
LRB;stopSignal without indi:id;FIXED;stopSignal K-F.74 (location Hatrival, grid 16218)
LRB;stopSignal without indi:id;FIXED;stopSignal K-J.74 (location Marbehan, grid 16229)
LRB;stopSignal without indi:id;FIXED;stopSignal K-K.74 (location Stockem-Sud, grid 16231)
LRB;stopSignal without indi:id;FIXED;stopSignal K-L.74 (location Arlon, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal K1-C.74 (location Marloie, grid 16250)
LRB;stopSignal without indi:id;FIXED;stopSignal K1-D.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal K2-D.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal K2-G.74 (location Libramont, grid 16225)
LRB;stopSignal without indi:id;FIXED;stopSignal K3-C.74 (location Marloie, grid 16250)
LRB;stopSignal without indi:id;FIXED;stopSignal K3-D.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal K3-G.74 (location Libramont, grid 16225)
LRB;stopSignal without indi:id;FIXED;stopSignal K4-C.74 (location Marloie, grid 16250)
LRB;stopSignal without indi:id;FIXED;stopSignal K4-D.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal K4-G.74 (location Libramont, grid 16225)
LRB;stopSignal without indi:id;FIXED;stopSignal K5-G.74 (location Libramont, grid 16225)
LRB;stopSignal without indi:id;FIXED;stopSignal K6-D.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal K6-G.74 (location Libramont, grid 16225)
LRB;stopSignal without indi:id;FIXED;stopSignal K7-D.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal KC-D.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal KX-E.74 (location Grupont, grid 16215)
LRB;stopSignal without indi:id;FIXED;stopSignal KX-F.74 (location Hatrival, grid 16218)
LRB;stopSignal without indi:id;FIXED;stopSignal KX-J.74 (location Marbehan, grid 16229)
LRB;stopSignal without indi:id;FIXED;stopSignal KX-K.74 (location Stockem-Sud, grid 16231)
LRB;stopSignal without indi:id;FIXED;stopSignal KX-L.74 (location Arlon, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal KX1-G.74 (location Libramont, grid 16225)
LRB;stopSignal without indi:id;FIXED;stopSignal KX2-C.74 (location Marloie, grid 16250)
LRB;stopSignal without indi:id;FIXED;stopSignal KX5-D.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal L-H.74 (location Lavaux, grid 16224)
LRB;stopSignal without indi:id;FIXED;stopSignal L-J.74 (location Habay, grid 16228)
LRB;stopSignal without indi:id;FIXED;stopSignal L-L.74 (location Y.Autelbas, grid 16234)
LRB;stopSignal without indi:id;FIXED;stopSignal L1-C.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal L1-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal L1-G.74 (location Libramont, grid 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal L2-C.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal L2-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal L3-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal L3-G.74 (location Libramont, grid 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal L4-C.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal L4-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal L4-G.74 (location Libramont, grid 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal L5-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal L5-G.74 (location Libramont, grid 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal L6-G.74 (location Libramont, grid 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal L7-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal LX-H.74 (location Lavaux, grid 16224)
LRB;stopSignal without indi:id;FIXED;stopSignal LX-J.74 (location Habay, grid 16228)
LRB;stopSignal without indi:id;FIXED;stopSignal LX-L.74 (location Y.Autelbas, grid 16234)
LRB;stopSignal without indi:id;FIXED;stopSignal LX2-G.74 (location Libramont, grid 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal LX3-C.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal LX6-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal M-C.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal M-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal M-G.74 (location Libramont, grid 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal M-L.74 (location Arlon, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal MD-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal N-C.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal N-D.74 (location Roch-Hospice, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal N-G.74 (location Libramont, grid 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal N-L.74 (location Arlon-PED|CW, grid 16239)
LRB;stopSignal without indi:id;FIXED;stopSignal O-C.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal O-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal O-G.74 (location Libramont, grid 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal O-L.74 (location Arlon-PED, grid 16239)
LRB;stopSignal without indi:id;FIXED;stopSignal OC-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal OD-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal OE-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal P-C.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal P-G.74 (location Libramont |2, grid 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal P-L.74 (location Arlon-PED, grid 16239)
LRB;stopSignal without indi:id;FIXED;stopSignal PD-D.74 (location Roch-Maritim, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal PE-D.74 (location Roch-Maritim, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal Q-G.74 (location Libramont |2, grid 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal Q-L.74 (location Arlon-PED|CW, grid 16239)
LRB;stopSignal without indi:id;FIXED;stopSignal R-C.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal RC-L.74 (location Arlon, grid 16232)
LRB;stopSignal without indi:id;FIXED;stopSignal RD-L.74 (location Arlon - CLI, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal RE-L.74 (location Arlon - CLI, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal RG-L.74 (location Arlon, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal RH-L.74 (location Arlon-PED, grid 16239)
LRB;stopSignal without indi:id;FIXED;stopSignal S-K.74 (location Stockem-Sud, grid 16231)
LRB;stopSignal without indi:id;FIXED;stopSignal S-L.74 (location Y.Autelbas, grid 16237)
LRB;stopSignal without indi:id;FIXED;stopSignal SH-L.74 (location Arlon-PED|CW, grid 16239)
LRB;stopSignal without indi:id;FIXED;stopSignal SX-L.74 (location Y.Autelbas, grid 16237)
LRB;stopSignal without indi:id;FIXED;stopSignal T-C.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal T-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal T-G.74 (location Libramont, grid 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal T-H.74 (location Lavaux, grid 16224)
LRB;stopSignal without indi:id;FIXED;stopSignal T-J.74 (location Habay, grid 16228)
LRB;stopSignal without indi:id;FIXED;stopSignal T-L.74 (location Y.Autelbas, grid 16234)
LRB;stopSignal without indi:id;FIXED;stopSignal TX-C.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal TX-D.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal TX-G.74 (location Libramont, grid 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal TX-H.74 (location Lavaux, grid 16224)
LRB;stopSignal without indi:id;FIXED;stopSignal TX-J.74 (location Habay, grid 16228)
LRB;stopSignal without indi:id;FIXED;stopSignal TX-L.74 (location Y.Autelbas, grid 16234)
LRB;stopSignal without indi:id;FIXED;stopSignal U-G.74 (location Libramon/2.1, interGrid 16222 - 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal UX-G.74 (location Libramon/2.1, interGrid 16222 - 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal UX-L.74 (location Y.Autelbas, grid 16234)
LRB;stopSignal without indi:id;FIXED;stopSignal V-G.74 (location Libramon/2.1, interGrid 16222 - 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal V-L.74 (location Y.Autelbas, grid 16237)
LRB;stopSignal without indi:id;FIXED;stopSignal VX-G.74 (location Libramon/2.1, interGrid 16222 - 16213)
LRB;stopSignal without indi:id;FIXED;stopSignal VX-L.74 (location Y.Autelbas, grid 16237)
LRB;stopSignal without indi:id;FIXED;stopSignal d366-l.74 (location Arlon, grid 16232)
LRB;stopSignal without indi:id;FIXED;stopSignal d367-l.74 (location Arlon, grid 16232)
LRB;stopSignal without indi:id;FIXED;stopSignal d368-l.74 (location Arlon, grid 16232)
LRB;stopSignal without indi:id;FIXED;stopSignal e129-d.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal e130-d.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal e131-d.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal e133-d.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal e134-d.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal e135-d.74 (location Roch-Jemelle, grid 16211)
LRB;stopSignal without indi:id;FIXED;stopSignal f105-c.74 (location Marloie, grid 16250)
LRB;stopSignal without indi:id;FIXED;stopSignal f106-c.74 (location Marloie, grid 16250)
LRB;stopSignal without indi:id;FIXED;stopSignal g339-l.74 (location Arlon-Ped_At, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal g340-l.74 (location Arlon-Ped_At, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal g341-l.74 (location Arlon-Ped_At, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal h107-c.74 (location Marloie, grid 16250)
LRB;stopSignal without indi:id;FIXED;stopSignal h108-c.74 (location Marloie, grid 16250)
LRB;stopSignal without indi:id;FIXED;stopSignal j382-l.74 (location Arlon-PED, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal j383-l.74 (location Arlon-PED, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal j384-l.74 (location Arlon-PED, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal j385-l.74 (location Arlon-PED, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal j386-l.74 (location Arlon-PED, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal j387-l.74 (location Arlon-PED, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal j388-l.74 (location Arlon-PED, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal m105-c.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal m106-c.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal m107-c.74 (location Marloie, grid 16210)
LRB;stopSignal without indi:id;FIXED;stopSignal m129-d.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal m130-d.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal m131-d.74 (location Roch-Jemelle, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal m366-l.74 (location Arlon, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal m367-l.74 (location Arlon, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal m368-l.74 (location Arlon, grid 16233)
LRB;stopSignal without indi:id;FIXED;stopSignal n154-d.74 (location Roch-Hospice, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal n155-d.74 (location Roch-Hospice, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal n156-d.74 (location Roch-Hospice, grid 16212)
LRB;stopSignal without indi:id;FIXED;stopSignal p382-l.74 (location Arlon-PED, grid 16239)
LRB;stopSignal without indi:id;FIXED;stopSignal p383-l.74 (location Arlon-PED, grid 16239)
LRB;stopSignal without indi:id;FIXED;stopSignal p384-l.74 (location Arlon-PED, grid 16239)
LRB;stopSignal without indi:id;FIXED;stopSignal p385-l.74 (location Arlon-PED, grid 16239)
LRB;stopSignal without indi:id;FIXED;stopSignal p386-l.74 (location Arlon-PED, grid 16239)
LRB;stopSignal without indi:id;FIXED;stopSignal p387-l.74 (location Arlon-PED, grid 16239)
LRB;subLocation without locationPoint;;L289 Gantaufet Zg
LRB;subLocation without locationPoint;;Marloie - Quai au Bois
LRB;subLocation without locationPoint;;Stockem-Raccordement - Bundel B
LRB;subLocation without locationPoint;;Stockem-Raccordement - DSP P
LRB;switch not linked to 3 trackEdges;;switch 02BF (location Hatrival, grid 16217)
LRB;switch not linked to 3 trackEdges;;switch 02BK (location Stockem-Nord, grid 16230)
LRB;switch not linked to 3 trackEdges;;switch 03AH (location Neufchâteau, grid 16222)
LRB;switch not linked to 3 trackEdges;;switch 04BC (location Marloie, grid 16250)
LRB;switch not linked to 3 trackEdges;;switch 05AF (location Hatrival, grid 16218)
LRB;switch not linked to 3 trackEdges;;switch 05BL (location Arlon, grid 16232)
LRB;switch not linked to 3 trackEdges;;switch 07J (location Marbehan, grid 16229)
LRB;switch not linked to 3 trackEdges;;switch 08J (location Marbehan, grid 16229)
LRB;switch not linked to 3 trackEdges;;switch 09D (location Roch-Jemelle, grid 16211)
LRB;switch not linked to 3 trackEdges;;switch 16D (location Roch-Jemelle, grid 16211)
LRB;switch not linked to 3 trackEdges;;switch 19L (location Arlon - CLI, grid 16233)
LRB;switch not linked to 3 trackEdges;;switch 20L (location Arlon - CLI, grid 16233)
LRB;switch not linked to 3 trackEdges;;switch 23AC (location Marloie, grid 16210)
LRB;switch not linked to 3 trackEdges;;switch 26L (location Arlon - CLI, grid 16233)
LRB;switch not linked to 3 trackEdges;;switch 27AK (location Stockem-Sud, grid 16231)
LRB;switch not linked to 3 trackEdges;;switch 28G (location Libramont, grid 16213)
LRB;switch not linked to 3 trackEdges;;switch 36AL (location Arlon, grid 16233)
LRB;switch not linked to 3 trackEdges;;switch 45BL (location Arlon-Ped_At, grid 16233)
LRB;switch not linked to 3 trackEdges;;switch 46BD (location Roch-Maritim, grid 16212)
LRB;switch not linked to 3 trackEdges;;switch 46L (location Arlon-PED, grid 16233)
LT;blockSignal without node;;L-161-B315
LT;blockSignal without node;;L-161-BX309
LT;catenaryCase without nodes;;26106
LT;catenaryCase without nodes;;26107
LT;catenaryCase without nodes;;26108
LT;catenaryCase without nodes;;26373
LT;catenaryCase without nodes;;26376
LT;crossing not linked to 4 trackEdges;;crossing 36XD (location Ottignies, grid 6112)
LT;incoherent stopSignal regimes;;trackEdge [switch 16F to switch 19Q]: found normal and wrong regimes for down stopSignal group
LT;locationRouteEdge without locationPoint with timingLocation[meso];;location GLM (ptcarId 739): nb of locationRouteEdges without locationPoint with timingLocation[meso] 2/6 L139-A - PN42-A L139-B - PK070-R.29
LT;locationRouteEdge without locationPoint with timingLocation[meso];;location LGB (ptcarId 438): nb of locationRouteEdges without locationPoint with timingLocation[meso] 1/139 Gembloux|2 - 982 - L-F.29
LT;locationRouteEdge without locationPoint with timingLocation[micro];;location GLM (ptcarId 739): nb of locationRouteEdges without locationPoint with timingLocation[micro] 2/6 L139-A - PN42-A L139-B - PK070-R.29
LT;locationRouteEdge without locationPoint with timingLocation[micro];;location LGB (ptcarId 438): nb of locationRouteEdges without locationPoint with timingLocation[micro] 1/139 982 - L-F.29
LT;speedSignal without node;;L139KP23A255R1S1
LT;speedSignal without node;;L139KP23A610R2S1
LT;speedSignal without node;;L139KP23A635R2S2
LT;speedSignal without node;;L140KP29A200R2S2
LT;speedSignal without node;;L161KP34A400R1S1
LT;speedSignal without node;;L161KP34A867R2S1
LT;speedSignal without node;;L161KP34A907R2S2
LT;speedSignal without node;;L161KP35A80R2S1
LT;speedSignal without node;;L161KP43A780R1S2
LT;speedSignal without node;;L161KP44A720R2S1
LT;speedSignal without node;;L161KP44A720R2S2
LT;speedSignal without node;;L161KP44A90R1S1
LT;speedSignal without node;;L161KP4A160R1S2
LT;stopSignal with incoherent ptcar reference;;stopSignal A277 is present in micro:location Ottignies (ptcarId 936) but linked to ptrefColumn Profo-6145/1 (ptcarId 975)
LT;stopSignal with incoherent ptcar reference;;stopSignal J-R.29 is present in micro:location Limal (ptcarId 739) but linked to ptrefColumn Y.LTR39101/5 (ptcarId 1740)
LT;stopSignal with incoherent ptcar reference;;stopSignal JX-R.29 is present in micro:location Limal (ptcarId 739) but linked to ptrefColumn Y.LTR39101/5 (ptcarId 1740)
LT;stopSignal with incoherent ptcar reference;;stopSignal MZ-R.29 is present in micro:location Y.Ottign-Rel (ptcarId 1740) but linked to ptrefColumn Y.LTR13905/3 (ptcarId 937)
LT;stopSignal with incoherent ptcar reference;;stopSignal NY-D.29 is present in micro:location Ottignies (ptcarId 936) but linked to ptrefColumn LT - 6112/3 (ptcarId 937)
LT;stopSignal with incoherent ptcar reference;;stopSignal PK070-R.29 is present in micro:location Limal (ptcarId 739) but linked to ptrefColumn Y.LTR39102/4 (ptcarId 1740)
LT;stopSignal with incoherent ptcar reference;;stopSignal PN42-A is present in micro:location Limal (ptcarId 739) but linked to ptrefColumn Y.LTR39102/4 (ptcarId 1740)
LT;stopSignal with incoherent ptcar reference;;stopSignal a277.fic is present in micro:location Ottignies (ptcarId 936) but linked to ptrefColumn Profo-6145/2 (ptcarId 975)
LT;stopSignal without indi:id;FIXED;stopSignal A135 (location Pécrot, grid 13908)
LT;stopSignal without indi:id;FIXED;stopSignal A148 (location Pécrot, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal A162 (location Florival, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal A17 (location Y.Louv-la-N, interGrid 6114 - 6115)
LT;stopSignal without indi:id;FIXED;stopSignal A175 (location Archennes, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal A188 (location Gastuche, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal A201 (location Gastuche, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal A202 (location La Hulpe, grid 6110)
LT;stopSignal without indi:id;FIXED;stopSignal A213 (location Basse-Wavre, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal A220 (location La Hulpe, grid 6139)
LT;stopSignal without indi:id;FIXED;stopSignal A229 (location Genval, grid 6116)
LT;stopSignal without indi:id;FIXED;stopSignal A245 (location Rixensart, grid 6140)
LT;stopSignal without indi:id;FIXED;stopSignal A248 (location Bierges-Wali, interGrid 13905 - 13907)
LT;stopSignal without indi:id;FIXED;stopSignal A260 (location Profondsart, grid 6142)
LT;stopSignal without indi:id;FIXED;stopSignal A27 (location Y.Louv-la-N, interGrid 6114 - 6115)
LT;stopSignal without indi:id;FIXED;stopSignal A277 (location Ottignies, grid 6145)
LT;stopSignal without indi:id;FIXED;stopSignal A298 (location Ottignies, interGrid 14001 - SER 56)
LT;stopSignal without indi:id;FIXED;stopSignal A309 (location Ottignies, interGrid 6113 - 6114)
LT;stopSignal without indi:id;FIXED;stopSignal A326 (location Y.Louv-la-N, grid 6114)
LT;stopSignal without indi:id;FIXED;stopSignal A368 (location Blanmont, interGrid 6118 - 16117)
LT;stopSignal without indi:id;FIXED;stopSignal A387 (location Chastre, interGrid 6118 - 16117)
LT;stopSignal without indi:id;FIXED;stopSignal A401 (location Chastre, interGrid 6118 - 16117)
LT;stopSignal without indi:id;FIXED;stopSignal A417 (location Ernage, interGrid 6118 - 16117)
LT;stopSignal without indi:id;FIXED;stopSignal A57 (location Mazy, interGrid 6119 - SER 13)
LT;stopSignal without indi:id;FIXED;stopSignal A7 (location Y.Louv-la-N, grid 6114)
LT;stopSignal without indi:id;FIXED;stopSignal AX135 (location Pécrot, grid 13908)
LT;stopSignal without indi:id;FIXED;stopSignal AX148 (location Pécrot, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal AX163 (location Florival, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal AX176 (location Archennes, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal AX18 (location Y.Louv-la-N, interGrid 6114 - 6115)
LT;stopSignal without indi:id;FIXED;stopSignal AX189 (location Gastuche, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal AX201 (location Gastuche, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal AX205 (location La Hulpe, grid 6110)
LT;stopSignal without indi:id;FIXED;stopSignal AX214 (location Basse-Wavre, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal AX217 (location La Hulpe, interGrid 6110 - 6139)
LT;stopSignal without indi:id;FIXED;stopSignal AX233 (location Rixensart, interGrid 6116 - 6140)
LT;stopSignal without indi:id;FIXED;stopSignal AX251 (location Rixensart, interGrid 6140 - 6142)
LT;stopSignal without indi:id;FIXED;stopSignal AX253 (location Bierges-Wali, interGrid 13905 - 13907)
LT;stopSignal without indi:id;FIXED;stopSignal AX266 (location Limal, grid 13905)
LT;stopSignal without indi:id;FIXED;stopSignal AX268 (location Profondsart, interGrid 6142 - 6145)
LT;stopSignal without indi:id;FIXED;stopSignal AX28 (location Y.Louv-la-N, interGrid 6114 - 6115)
LT;stopSignal without indi:id;FIXED;stopSignal AX284 (location Ottignies, interGrid 6112 - 6145)
LT;stopSignal without indi:id;FIXED;stopSignal AX315 (location Ottignies, interGrid 6113 - 6114)
LT;stopSignal without indi:id;FIXED;stopSignal AX373 (location Blanmont, interGrid 6118 - 16117)
LT;stopSignal without indi:id;FIXED;stopSignal AX390 (location Chastre, interGrid 6118 - 16117)
LT;stopSignal without indi:id;FIXED;stopSignal AX408 (location Chastre, interGrid 6118 - 16117)
LT;stopSignal without indi:id;FIXED;stopSignal AX424 (location Ernage, interGrid 6118 - 16117)
LT;stopSignal without indi:id;FIXED;stopSignal AX60 (location Mazy, interGrid 6119 - SER 13)
LT;stopSignal without indi:id;FIXED;stopSignal AY309 (location Ottignies, interGrid 6113 - 6114)
LT;stopSignal without indi:id;FIXED;stopSignal AZ186 (location Vl-Wa L161, interGrid 6109 - SER 19)
LT;stopSignal without indi:id;FIXED;stopSignal AZ315 (location Ottignies, interGrid 6113 - 6114)
LT;stopSignal without indi:id;FIXED;stopSignal B135 (location Pécrot, grid 13908)
LT;stopSignal without indi:id;FIXED;stopSignal B148 (location Pécrot, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal B163 (location Florival, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal B176 (location Archennes, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal B18 (location Y.Louv-la-N, interGrid 6114 - 6115)
LT;stopSignal without indi:id;FIXED;stopSignal B189 (location Gastuche, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal B201 (location Gastuche, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal B206 (location La Hulpe, grid 6110)
LT;stopSignal without indi:id;FIXED;stopSignal B214 (location Basse-Wavre, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal B217 (location La Hulpe, grid 6138)
LT;stopSignal without indi:id;FIXED;stopSignal B233 (location Genval, grid 6111)
LT;stopSignal without indi:id;FIXED;stopSignal B251 (location Rixensart, grid 6141)
LT;stopSignal without indi:id;FIXED;stopSignal B253 (location Bierges-Wali, interGrid 13905 - 13907)
LT;stopSignal without indi:id;FIXED;stopSignal B266 (location Limal, grid 13905)
LT;stopSignal without indi:id;FIXED;stopSignal B268 (location Profondsart, grid 6143)
LT;stopSignal without indi:id;FIXED;stopSignal B28 (location Y.Louv-la-N, interGrid 6114 - 6115)
LT;stopSignal without indi:id;FIXED;stopSignal B284 (location Ottignies, interGrid 6112 - 6143)
LT;stopSignal without indi:id;FIXED;stopSignal B373 (location Blanmont, interGrid 6118 - 16117)
LT;stopSignal without indi:id;FIXED;stopSignal B390 (location Chastre, interGrid 6118 - 16117)
LT;stopSignal without indi:id;FIXED;stopSignal B408 (location Chastre, interGrid 6118 - 16117)
LT;stopSignal without indi:id;FIXED;stopSignal B424 (location Ernage, interGrid 6118 - 16117)
LT;stopSignal without indi:id;FIXED;stopSignal BX135 (location Pécrot, grid 13908)
LT;stopSignal without indi:id;FIXED;stopSignal BX148 (location Pécrot, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal BX162 (location Florival, interGrid 13906 - 13908)
LT;stopSignal without indi:id;FIXED;stopSignal BX17 (location Y.Louv-la-N, interGrid 6114 - 6115)
LT;stopSignal without indi:id;FIXED;stopSignal BX175 (location Archennes, interGrid 13906 - 13908)
