serZone;type;tag;description
FDD;stopSignal with incoherent ptcar reference;;stopSignal A274 is present in micro:location Iddergem (ptcarId 600) but linked to ptrefColumn Okegem9055/1 (ptcarId 923)
FDD;stopSignal with incoherent ptcar reference;;stopSignal A414 is present in micro:location Idegem (ptcarId 601) but linked to ptrefColumn Schend9023/1 (ptcarId 1059)
FDD;stopSignal with incoherent ptcar reference;;stopSignal A475 is present in micro:location Geraardsberg (ptcarId 458) but linked to ptrefColumn G'berg9005/1 (ptcarId 1789)
FDD;stopSignal with incoherent ptcar reference;;stopSignal AX414 is present in micro:location Idegem (ptcarId 601) but linked to ptrefColumn Schend9023/2 (ptcarId 1059)
FDD;stopSignal with incoherent ptcar reference;;stopSignal AX82 is present in micro:location Br-Vl L50 (ptcarId 1782) but linked to ptrefColumn GrBijg5018/2 (ptcarId 488)
FDD;stopSignal with incoherent ptcar reference;;stopSignal B274 is present in micro:location Iddergem (ptcarId 600) but linked to ptrefColumn Okegem9055/2 (ptcarId 923)
FDD;stopSignal with incoherent ptcar reference;;stopSignal B414 is present in micro:location Idegem (ptcarId 601) but linked to ptrefColumn Schend9023/2 (ptcarId 1059)
FDD;stopSignal with incoherent ptcar reference;;stopSignal B82 is present in micro:location Br-Vl L50 (ptcarId 1782) but linked to ptrefColumn GrBijg5018/2 (ptcarId 488)
FDD;stopSignal with incoherent ptcar reference;;stopSignal BX414 is present in micro:location Idegem (ptcarId 601) but linked to ptrefColumn Schend9023/1 (ptcarId 1059)
FDD;stopSignal with incoherent ptcar reference;;stopSignal J-O.2 is present in micro:location Ninove-Wijk (ptcarId 164) but linked to ptrefColumn Ninov.9025/6 (ptcarId 910)
FDD;stopSignal with incoherent ptcar reference;;stopSignal MX-U.2 is present in micro:location Y.Eine (ptcarId 1534) but linked to ptrefColumn Ouden 8910/1 (ptcarId 939)
FDD;stopSignal with incoherent ptcar reference;;stopSignal Q-H.2 is present in micro:location Aalst-O (ptcarId 1743) but linked to ptrefColumn Aalst 5030/2 (ptcarId 7)
FDD;stopSignal with incoherent ptcar reference;;stopSignal S-U.2 is present in micro:location Y.Eine (ptcarId 1534) but linked to ptrefColumn Ouden 8910/4 (ptcarId 939)
FDD;stopSignal with incoherent ptcar reference;;stopSignal a475.fic is present in micro:location Geraardsberg (ptcarId 458) but linked to ptrefColumn G'berg9005/2 (ptcarId 1789)
FDD;stopSignal with incoherent ptcar reference;;stopSignal ax274.fic is present in micro:location Iddergem (ptcarId 600) but linked to ptrefColumn Okegem9055/2 (ptcarId 923)
FDD;stopSignal with incoherent ptcar reference;;stopSignal ax82.fic is present in micro:location Br-Vl L50 (ptcarId 1782) but linked to ptrefColumn GrBijg5018/1 (ptcarId 488)
FDD;stopSignal with incoherent ptcar reference;;stopSignal b82.fic is present in micro:location Br-Vl L50 (ptcarId 1782) but linked to ptrefColumn GrBijg5018/1 (ptcarId 488)
FDD;stopSignal with incoherent ptcar reference;;stopSignal bx274.fic is present in micro:location Iddergem (ptcarId 600) but linked to ptrefColumn Okegem9055/1 (ptcarId 923)
FDD;stopSignal without indi:id;FIXED;stopSignal A09 (location Aalst-Kerreb, interGrid 8908 - 5031)
FDD;stopSignal without indi:id;FIXED;stopSignal A104 (location G-Bijgaarden, interGrid 5017 - 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal A118 (location Dilbeek, interGrid 5017 - 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal A131 (location St-M-Bodegem, grid 5017)
FDD;stopSignal without indi:id;FIXED;stopSignal A136 (location Terhagen, grid 8922)
FDD;stopSignal without indi:id;FIXED;stopSignal A144 (location St-M-Bodegem, grid 5015)
FDD;stopSignal without indi:id;FIXED;stopSignal A152 (location Herzele, grid 8923)
FDD;stopSignal without indi:id;FIXED;stopSignal A153 (location Herne, interGrid 12302 - SER 48)
FDD;stopSignal without indi:id;FIXED;stopSignal A169 (location Hillegem, grid 8924)
FDD;stopSignal without indi:id;FIXED;stopSignal A171 (location Herne, interGrid 12302 - SER 48)
FDD;stopSignal without indi:id;FIXED;stopSignal A181 (location Essene-Lomb., interGrid 5007 - 5070)
FDD;stopSignal without indi:id;FIXED;stopSignal A184 (location Tollembeek, grid 12302)
FDD;stopSignal without indi:id;FIXED;stopSignal A185 (location Hillegem, interGrid 12202 - 8924)
FDD;stopSignal without indi:id;FIXED;stopSignal A192 (location Essene-Lomb., interGrid 5007 - 5070)
FDD;stopSignal without indi:id;FIXED;stopSignal A198 (location Galmaarden, interGrid 12302 - 12303)
FDD;stopSignal without indi:id;FIXED;stopSignal A199 (location Liedekerke, grid 5073)
FDD;stopSignal without indi:id;FIXED;stopSignal A203 (location Essene-Lomb., interGrid 5071 - 5070)
FDD;stopSignal without indi:id;FIXED;stopSignal A21 (location Welle, interGrid 5009 - 8906)
FDD;stopSignal without indi:id;FIXED;stopSignal A211 (location Galmaarden, interGrid 12302 - 12303)
FDD;stopSignal without indi:id;FIXED;stopSignal A216 (location Liedekerke, grid 5071)
FDD;stopSignal without indi:id;FIXED;stopSignal A220 (location Munkzwalm, interGrid 8901 - 12201)
FDD;stopSignal without indi:id;FIXED;stopSignal A225 (location Galmaarden, interGrid 12302 - 12303)
FDD;stopSignal without indi:id;FIXED;stopSignal A237 (location Munkzwalm, interGrid 8901 - 12201)
FDD;stopSignal without indi:id;FIXED;stopSignal A240 (location Viane-Moerb., grid 12303)
FDD;stopSignal without indi:id;FIXED;stopSignal A252 (location Munkzwalm, interGrid 8901 - 12201)
FDD;stopSignal without indi:id;FIXED;stopSignal A254 (location Viane-Moerb., interGrid 12301 - 12303)
FDD;stopSignal without indi:id;FIXED;stopSignal A258 (location Erembodegem, interGrid 5009 - 5097)
FDD;stopSignal without indi:id;FIXED;stopSignal A258 (location Iddergem, grid 9054)
FDD;stopSignal without indi:id;FIXED;stopSignal A267 (location Munkzwalm, grid 8901)
FDD;stopSignal without indi:id;FIXED;stopSignal A267 (location Tunnel Overb, grid 12301)
FDD;stopSignal without indi:id;FIXED;stopSignal A270 (location Erembodegem, grid 5097)
FDD;stopSignal without indi:id;FIXED;stopSignal A274 (location Iddergem, grid 9055)
FDD;stopSignal without indi:id;FIXED;stopSignal A280 (location Munkzwalm, interGrid 8901 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal A288 (location Okegem, grid 9056)
FDD;stopSignal without indi:id;FIXED;stopSignal A293 (location Munkzwalm, interGrid 8901 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal A311 (location St-D-Boekel, grid 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal A321 (location Lede, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal A326 (location Oudenaarde, interGrid 8910 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal A335 (location Eichem, interGrid 9026 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal A335 (location Lede, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal A340 (location Oudenaarde, interGrid 8910 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal A348 (location Eichem, grid 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal A349 (location Lede, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal A354 (location Oudenaarde, interGrid 8910 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal A364 (location Serskamp, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal A365 (location Appelterre, interGrid 9023 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal A377 (location Serskamp, grid 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal A38 (location Haaltert, interGrid 5009 - 8906)
FDD;stopSignal without indi:id;FIXED;stopSignal A381 (location Zandbergen, interGrid 9023 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal A392 (location Oudenaarde, interGrid 8911 - 8912)
FDD;stopSignal without indi:id;FIXED;stopSignal A395 (location Idegem, interGrid 9023 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal A407 (location Oudenaarde, interGrid 8911 - 8912)
FDD;stopSignal without indi:id;FIXED;stopSignal A414 (location Idegem, grid 9023)
FDD;stopSignal without indi:id;FIXED;stopSignal A424 (location Oudenaarde, interGrid 8911 - 8912)
FDD;stopSignal without indi:id;FIXED;stopSignal A431 (location Schendelbeke, interGrid 9017 - 9023)
FDD;stopSignal without indi:id;FIXED;stopSignal A439 (location Oudenaarde, interGrid 8911 - 8912)
FDD;stopSignal without indi:id;FIXED;stopSignal A441 (location Zottegem, interGrid 12202 - SER 58)
FDD;stopSignal without indi:id;FIXED;stopSignal A460 (location Anzegem, interGrid 8912 - 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal A475 (location Geraardsberg, grid 9005)
FDD;stopSignal without indi:id;FIXED;stopSignal A477 (location Anzegem, interGrid 8912 - 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal A494 (location Anzegem, interGrid 8912 - 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal A494 (location Vl-Wa L90, interGrid 9005 - SER 48)
FDD;stopSignal without indi:id;FIXED;stopSignal A508 (location Anzegem, interGrid 8912 - 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal A525 (location Vichte, grid 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal A53 (location Haaltert, interGrid 5009 - 8906)
FDD;stopSignal without indi:id;FIXED;stopSignal A541 (location Vichte, interGrid 8913 - SER 34)
FDD;stopSignal without indi:id;FIXED;stopSignal A555 (location V.Casier, interGrid 8913 - SER 34)
FDD;stopSignal without indi:id;FIXED;stopSignal A570 (location V.Casier, interGrid 8913 - SER 34)
FDD;stopSignal without indi:id;FIXED;stopSignal A614 (location Eine, interGrid 8601 - 8606)
FDD;stopSignal without indi:id;FIXED;stopSignal A631 (location Eine, interGrid 8601 - 8606)
FDD;stopSignal without indi:id;FIXED;stopSignal A67 (location Ede, grid 8906)
FDD;stopSignal without indi:id;FIXED;stopSignal A81 (location Ede, interGrid 8908 - 8906)
FDD;stopSignal without indi:id;FIXED;stopSignal A90 (location G-Bijgaarden, interGrid 5017 - 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal A94 (location Ede, interGrid 8908 - 8906)
FDD;stopSignal without indi:id;FIXED;stopSignal AX102 (location Ede, interGrid 8908 - 8906)
FDD;stopSignal without indi:id;FIXED;stopSignal AX107 (location Dilbeek, interGrid 5017 - 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal AX122 (location Dilbeek, interGrid 5017 - 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal AX134 (location St-M-Bodegem, interGrid 5015 - 5017)
FDD;stopSignal without indi:id;FIXED;stopSignal AX138 (location Herzele, interGrid 8922 - 8923)
FDD;stopSignal without indi:id;FIXED;stopSignal AX150 (location St-M-Bodegem, interGrid 5006 - 5015)
FDD;stopSignal without indi:id;FIXED;stopSignal AX152 (location Hillegem, interGrid 8923 - 8924)
FDD;stopSignal without indi:id;FIXED;stopSignal AX169 (location Hillegem, interGrid 12202 - 8924)
FDD;stopSignal without indi:id;FIXED;stopSignal AX185 (location Hillegem, interGrid 12202 - 8924)
FDD;stopSignal without indi:id;FIXED;stopSignal AX186 (location Essene-Lomb., interGrid 5007 - 5070)
FDD;stopSignal without indi:id;FIXED;stopSignal AX193 (location Liedekerke, interGrid 5073 - SER 58)
FDD;stopSignal without indi:id;FIXED;stopSignal AX200 (location Essene-Lomb., grid 5070)
FDD;stopSignal without indi:id;FIXED;stopSignal AX205 (location Liedekerke, grid 5074)
FDD;stopSignal without indi:id;FIXED;stopSignal AX211 (location Galmaarden, interGrid 12302 - 12303)
FDD;stopSignal without indi:id;FIXED;stopSignal AX212 (location Essene-Lomb., interGrid 5071 - 5070)
FDD;stopSignal without indi:id;FIXED;stopSignal AX223 (location Liedekerke, grid 5072)
FDD;stopSignal without indi:id;FIXED;stopSignal AX224 (location Munkzwalm, interGrid 8901 - 12201)
FDD;stopSignal without indi:id;FIXED;stopSignal AX238 (location Munkzwalm, interGrid 8901 - 12201)
FDD;stopSignal without indi:id;FIXED;stopSignal AX24 (location Welle, interGrid 5009 - 8906)
FDD;stopSignal without indi:id;FIXED;stopSignal AX252 (location Munkzwalm, interGrid 8901 - 12201)
FDD;stopSignal without indi:id;FIXED;stopSignal AX258 (location Iddergem, interGrid 9055 - 9054)
FDD;stopSignal without indi:id;FIXED;stopSignal AX265 (location Erembodegem, interGrid 5009 - 5097)
FDD;stopSignal without indi:id;FIXED;stopSignal AX268 (location Munkzwalm, grid 8901)
FDD;stopSignal without indi:id;FIXED;stopSignal AX274 (location Okegem, interGrid 9055 - 9056)
FDD;stopSignal without indi:id;FIXED;stopSignal AX278 (location Erembodegem, grid 5096)
FDD;stopSignal without indi:id;FIXED;stopSignal AX280 (location Munkzwalm, interGrid 8901 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal AX288 (location Okegem, grid 9056)
FDD;stopSignal without indi:id;FIXED;stopSignal AX298 (location Munkzwalm, interGrid 8901 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal AX311 (location St-D-Boekel, grid 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal AX323 (location Lede, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal AX326 (location Oudenaarde, interGrid 8910 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal AX335 (location Eichem, interGrid 9026 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal AX335 (location Lede, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal AX340 (location Oudenaarde, interGrid 8910 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal AX348 (location Appelterre, interGrid 9023 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal AX349 (location Lede, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal AX357 (location Oudenaarde, interGrid 8910 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal AX364 (location Serskamp, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal AX365 (location Appelterre, interGrid 9023 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal AX378 (location Serskamp, grid 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal AX38 (location Haaltert, interGrid 5009 - 8906)
FDD;stopSignal without indi:id;FIXED;stopSignal AX381 (location Zandbergen, interGrid 9023 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal AX392 (location Oudenaarde, interGrid 8911 - 8912)
FDD;stopSignal without indi:id;FIXED;stopSignal AX395 (location Idegem, interGrid 9023 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal AX407 (location Oudenaarde, interGrid 8911 - 8912)
FDD;stopSignal without indi:id;FIXED;stopSignal AX414 (location Idegem, grid 9023)
FDD;stopSignal without indi:id;FIXED;stopSignal AX424 (location Oudenaarde, interGrid 8911 - 8912)
FDD;stopSignal without indi:id;FIXED;stopSignal AX431 (location Schendelbeke, interGrid 9017 - 9023)
FDD;stopSignal without indi:id;FIXED;stopSignal AX439 (location Oudenaarde, interGrid 8911 - 8912)
FDD;stopSignal without indi:id;FIXED;stopSignal AX441 (location Zottegem, interGrid 12202 - SER 58)
FDD;stopSignal without indi:id;FIXED;stopSignal AX464 (location Anzegem, interGrid 8912 - 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal AX481 (location Anzegem, interGrid 8912 - 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal AX481 (location Vl-Wa L90, interGrid 9005 - SER 48)
FDD;stopSignal without indi:id;FIXED;stopSignal AX494 (location Anzegem, interGrid 8912 - 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal AX508 (location Anzegem, interGrid 8912 - 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal AX525 (location Vichte, grid 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal AX53 (location Haaltert, interGrid 5009 - 8906)
FDD;stopSignal without indi:id;FIXED;stopSignal AX541 (location Vichte, interGrid 8913 - SER 34)
FDD;stopSignal without indi:id;FIXED;stopSignal AX555 (location V.Casier, interGrid 8913 - SER 34)
FDD;stopSignal without indi:id;FIXED;stopSignal AX570 (location V.Casier, interGrid 8913 - SER 34)
FDD;stopSignal without indi:id;FIXED;stopSignal AX67 (location Ede, grid 8906)
FDD;stopSignal without indi:id;FIXED;stopSignal AX81 (location Ede, interGrid 8908 - 8906)
FDD;stopSignal without indi:id;FIXED;stopSignal AX82 (location Br-Vl L50, grid 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal AX95 (location G-Bijgaarden, interGrid 5017 - 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal B102 (location Ede, interGrid 8908 - 8907)
FDD;stopSignal without indi:id;FIXED;stopSignal B107 (location Dilbeek, interGrid 5016 - 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal B122 (location Dilbeek, interGrid 5016 - 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal B134 (location St-M-Bodegem, grid 5016)
FDD;stopSignal without indi:id;FIXED;stopSignal B138 (location Herzele, grid 8920)
FDD;stopSignal without indi:id;FIXED;stopSignal B150 (location St-M-Bodegem, grid 5014)
FDD;stopSignal without indi:id;FIXED;stopSignal B152 (location Hillegem, grid 8921)
FDD;stopSignal without indi:id;FIXED;stopSignal B157 (location Herne, interGrid 12302 - SER 48)
FDD;stopSignal without indi:id;FIXED;stopSignal B169 (location Hillegem, interGrid 12202 - 8921)
FDD;stopSignal without indi:id;FIXED;stopSignal B171 (location Herne, interGrid 12302 - SER 48)
FDD;stopSignal without indi:id;FIXED;stopSignal B184 (location Tollembeek, grid 12302)
FDD;stopSignal without indi:id;FIXED;stopSignal B185 (location Hillegem, interGrid 12202 - 8921)
FDD;stopSignal without indi:id;FIXED;stopSignal B186 (location Essene-Lomb., interGrid 5007 - 5070)
FDD;stopSignal without indi:id;FIXED;stopSignal B193 (location Liedekerke, interGrid 5073 - SER 58)
FDD;stopSignal without indi:id;FIXED;stopSignal B198 (location Galmaarden, interGrid 12302 - 12303)
FDD;stopSignal without indi:id;FIXED;stopSignal B200 (location Essene-Lomb., grid 5070)
FDD;stopSignal without indi:id;FIXED;stopSignal B205 (location Liedekerke, grid 5074)
FDD;stopSignal without indi:id;FIXED;stopSignal B211 (location Galmaarden, interGrid 12302 - 12303)
FDD;stopSignal without indi:id;FIXED;stopSignal B212 (location Liedekerke, grid 5071)
FDD;stopSignal without indi:id;FIXED;stopSignal B223 (location Liedekerke, grid 5072)
FDD;stopSignal without indi:id;FIXED;stopSignal B224 (location Munkzwalm, interGrid 12201 - 8902)
FDD;stopSignal without indi:id;FIXED;stopSignal B225 (location Galmaarden, interGrid 12302 - 12303)
FDD;stopSignal without indi:id;FIXED;stopSignal B238 (location Munkzwalm, interGrid 12201 - 8902)
FDD;stopSignal without indi:id;FIXED;stopSignal B24 (location Welle, interGrid 5009 - 8907)
FDD;stopSignal without indi:id;FIXED;stopSignal B240 (location Viane-Moerb., grid 12303)
FDD;stopSignal without indi:id;FIXED;stopSignal B252 (location Munkzwalm, interGrid 12201 - 8902)
FDD;stopSignal without indi:id;FIXED;stopSignal B254 (location Viane-Moerb., interGrid 12301 - 12303)
FDD;stopSignal without indi:id;FIXED;stopSignal B257 (location Iddergem, grid 9054)
FDD;stopSignal without indi:id;FIXED;stopSignal B265 (location Erembodegem, interGrid 5009 - 5097)
FDD;stopSignal without indi:id;FIXED;stopSignal B267 (location Munkzwalm, grid 8902)
FDD;stopSignal without indi:id;FIXED;stopSignal B274 (location Iddergem, grid 9055)
FDD;stopSignal without indi:id;FIXED;stopSignal B278 (location Erembodegem, grid 5096)
FDD;stopSignal without indi:id;FIXED;stopSignal B280 (location Munkzwalm, interGrid 8900 - 8902)
FDD;stopSignal without indi:id;FIXED;stopSignal B288 (location Okegem, grid 9056)
FDD;stopSignal without indi:id;FIXED;stopSignal B298 (location Munkzwalm, interGrid 8900 - 8902)
FDD;stopSignal without indi:id;FIXED;stopSignal B311 (location St-D-Boekel, grid 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal B323 (location Lede, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal B326 (location Oudenaarde, interGrid 8910 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal B335 (location Eichem, interGrid 9026 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal B335 (location Lede, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal B340 (location Oudenaarde, interGrid 8910 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal B348 (location Eichem, grid 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal B349 (location Lede, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal B357 (location Oudenaarde, interGrid 8910 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal B364 (location Serskamp, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal B365 (location Appelterre, interGrid 9023 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal B378 (location Serskamp, grid 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal B38 (location Haaltert, interGrid 5009 - 8907)
FDD;stopSignal without indi:id;FIXED;stopSignal B380 (location Zandbergen, interGrid 9023 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal B392 (location Oudenaarde, interGrid 8911 - 8912)
FDD;stopSignal without indi:id;FIXED;stopSignal B394 (location Idegem, interGrid 9023 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal B407 (location Oudenaarde, interGrid 8911 - 8912)
FDD;stopSignal without indi:id;FIXED;stopSignal B414 (location Idegem, grid 9023)
FDD;stopSignal without indi:id;FIXED;stopSignal B424 (location Oudenaarde, interGrid 8911 - 8912)
FDD;stopSignal without indi:id;FIXED;stopSignal B431 (location Schendelbeke, interGrid 9017 - 9023)
FDD;stopSignal without indi:id;FIXED;stopSignal B439 (location Oudenaarde, interGrid 8911 - 8912)
FDD;stopSignal without indi:id;FIXED;stopSignal B441 (location Zottegem, interGrid 12202 - SER 58)
FDD;stopSignal without indi:id;FIXED;stopSignal B464 (location Anzegem, interGrid 8912 - 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal B481 (location Anzegem, interGrid 8912 - 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal B481 (location Vl-Wa L90, grid 4583)
FDD;stopSignal without indi:id;FIXED;stopSignal B494 (location Anzegem, interGrid 8912 - 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal B508 (location Anzegem, interGrid 8912 - 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal B525 (location Vichte, grid 8913)
FDD;stopSignal without indi:id;FIXED;stopSignal B53 (location Haaltert, interGrid 5009 - 8907)
FDD;stopSignal without indi:id;FIXED;stopSignal B541 (location Vichte, interGrid 8913 - SER 34)
FDD;stopSignal without indi:id;FIXED;stopSignal B555 (location V.Casier, interGrid 8913 - SER 34)
FDD;stopSignal without indi:id;FIXED;stopSignal B570 (location V.Casier, interGrid 8913 - SER 34)
FDD;stopSignal without indi:id;FIXED;stopSignal B614 (location Eine, interGrid 8601 - 8606)
FDD;stopSignal without indi:id;FIXED;stopSignal B631 (location Eine, interGrid 8601 - 8606)
FDD;stopSignal without indi:id;FIXED;stopSignal B67 (location Ede, grid 8907)
FDD;stopSignal without indi:id;FIXED;stopSignal B81 (location Ede, interGrid 8908 - 8907)
FDD;stopSignal without indi:id;FIXED;stopSignal B82 (location Br-Vl L50, grid 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal B95 (location G-Bijgaarden, interGrid 5016 - 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal BX104 (location G-Bijgaarden, interGrid 5016 - 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal BX118 (location Dilbeek, interGrid 5016 - 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal BX131 (location Dilbeek, interGrid 5016 - 5018)
FDD;stopSignal without indi:id;FIXED;stopSignal BX136 (location Terhagen, interGrid 8909 - 8920)
FDD;stopSignal without indi:id;FIXED;stopSignal BX144 (location St-M-Bodegem, interGrid 5014 - 5016)
FDD;stopSignal without indi:id;FIXED;stopSignal BX152 (location Herzele, interGrid 8921 - 8920)
FDD;stopSignal without indi:id;FIXED;stopSignal BX169 (location Hillegem, interGrid 12202 - 8921)
FDD;stopSignal without indi:id;FIXED;stopSignal BX181 (location Essene-Lomb., interGrid 5007 - 5070)
FDD;stopSignal without indi:id;FIXED;stopSignal BX185 (location Hillegem, interGrid 12202 - 8921)
FDD;stopSignal without indi:id;FIXED;stopSignal BX192 (location Essene-Lomb., interGrid 5007 - 5070)
FDD;stopSignal without indi:id;FIXED;stopSignal BX199 (location Liedekerke, grid 5073)
FDD;stopSignal without indi:id;FIXED;stopSignal BX204 (location Essene-Lomb., interGrid 5071 - 5070)
FDD;stopSignal without indi:id;FIXED;stopSignal BX21 (location Welle, interGrid 5009 - 8907)
FDD;stopSignal without indi:id;FIXED;stopSignal BX211 (location Galmaarden, interGrid 12302 - 12303)
FDD;stopSignal without indi:id;FIXED;stopSignal BX216 (location Liedekerke, interGrid 5072 - 5071)
FDD;stopSignal without indi:id;FIXED;stopSignal BX220 (location Munkzwalm, interGrid 12201 - 8902)
FDD;stopSignal without indi:id;FIXED;stopSignal BX237 (location Munkzwalm, interGrid 12201 - 8902)
FDD;stopSignal without indi:id;FIXED;stopSignal BX252 (location Munkzwalm, interGrid 12201 - 8902)
FDD;stopSignal without indi:id;FIXED;stopSignal BX257 (location Denderleeuw, interGrid 5008 - 9054)
FDD;stopSignal without indi:id;FIXED;stopSignal BX258 (location Erembodegem, interGrid 5009 - 5097)
FDD;stopSignal without indi:id;FIXED;stopSignal BX267 (location Munkzwalm, grid 8902)
FDD;stopSignal without indi:id;FIXED;stopSignal BX270 (location Erembodegem, grid 5097)
FDD;stopSignal without indi:id;FIXED;stopSignal BX273 (location Iddergem, interGrid 9055 - 9054)
FDD;stopSignal without indi:id;FIXED;stopSignal BX280 (location Munkzwalm, interGrid 8900 - 8902)
FDD;stopSignal without indi:id;FIXED;stopSignal BX288 (location Okegem, grid 9056)
FDD;stopSignal without indi:id;FIXED;stopSignal BX293 (location Munkzwalm, interGrid 8900 - 8902)
FDD;stopSignal without indi:id;FIXED;stopSignal BX311 (location St-D-Boekel, grid 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal BX321 (location Lede, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal BX326 (location Oudenaarde, interGrid 8910 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal BX335 (location Eichem, interGrid 9026 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal BX335 (location Lede, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal BX340 (location Oudenaarde, interGrid 8910 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal BX348 (location Eichem, interGrid 9026 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal BX349 (location Lede, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal BX354 (location Oudenaarde, interGrid 8910 - 8900)
FDD;stopSignal without indi:id;FIXED;stopSignal BX364 (location Serskamp, interGrid 5031 - 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal BX365 (location Appelterre, interGrid 9023 - 9020)
FDD;stopSignal without indi:id;FIXED;stopSignal BX377 (location Serskamp, grid 5049)
FDD;stopSignal without indi:id;FIXED;stopSignal BX38 (location Haaltert, interGrid 5009 - 8907)
FDD;stopSignal without indi:id;FIXED;stopSignal BX380 (location Zandbergen, interGrid 9023 - 9020)
